# merge_plan.tsv -- Step 2 Wave 1. The Engineer. The disposition table the Wave 2 merge executes from.
# One row per union key. Block 1 first (uncontested, stable by construction), then Block 2 (contested).
# Generated: node tools/merge_identity.js --plan lsei/literature _intake/japanese-miracle/lit \
#              cr_scratch/step2_engineer_taxonomy.md _intake/superseded-duplicates cr_scratch/merge_plan.tsv
# THE MERGE GLOB IS *.md, NEVER *. lit/ holds 115 non-.md siblings and a bare * sweeps them into retrieval.
# COLUMN COUNT IS 18. It was 17 in Wave 1; column 6 split in two. Do not difference the counts.
# byte_source names WHICH CORPUS COPY SUPPLIES THE BYTES, and nothing else.
#   sole-lsei | sole-intake | both-identical | lsei-primary | intake-primary
#   intake-primary is admitted with zero members today: a closed set missing a member routes an
#   author into the wrong member silently.
# pair_primary names WHICH MEMBER OF A SAME-SOURCE PAIR IS THE ONE THAT LANDS.
#   primary | secondary | unadjudicated | n/a   -- n/a for the 160 rows in no pair.
#   THE SECONDARY DOES NOT LAND. The author ruled 2026-08-28: when two summaries are the same
#   source, pick one. In order: a decision recorded in step0_dedup_decisions.md wins; else if the
#   two are byte-identical take either; else take the larger file. The rule that fired is in basis.
# EVERY VALUE IN disposition IS A LANDING MODE, NOT A GATE. No file is withheld from the corpus
#   for a metadata reason (author, 2026-08-28). A HOLD-* label says HOW a row lands. The only rows
#   that do not land are the 8 pair secondaries, and they are named by pair_primary=secondary.
# legend disposition = LIFT LIFT-IDENTICAL LIFT-LSEI-SCRUB LIFT-LSEI-STEP0 HOLD-NOID HOLD-PAIR HOLD-FALSEMERGE
# legend byte_source = sole-lsei sole-intake both-identical lsei-primary intake-primary
# legend pair_primary = primary secondary unadjudicated n/a
# review_owner routes the two reviewers and is NOT the field partition. The FIELD split is 8 lunar /
#   3 economics, decided by between-field cosine; the REVIEW split is 7 / 4, decided by who can judge
#   a placement. space-economy-and-markets is field=lunar and review=manager-econ, deliberately; see
#   step2_engineer_taxonomy.md section 2.4. Each reviewer cuts their own half on column 11 alone.
# pair_role is the same-source-pair role: dup-member, or empty. Primary designation inside a pair is
#   deferred to the DUP-xx register row. This table never adjudicates a pair.
# dedup_key levels, oracle/NAMING.md section 7 as amended at 2.20:
#   L1      DOI, not a 10.13140/ mirror mint (clause b)
#   L2A     publisher article URL, must carry a path (clause a)
#   L2B     agency or grant number printed in the artifact (clause d), hand-read, declared in this file
#   L3      (identity, year, first six title words) READ FROM THE ## Citation BLOCK -- section 7 normative
#   L3-NAME same tuple derived from the filename. Fallback ONLY where there is no block to read.
#   L0      no key derivable at any level.
#   THE WAVE-1 VARIANCE IS CLOSED. L3 was filename-derived (clusters.js RULE E); section 7 now says
#   read the citation block, and it does. L3-PENDING no longer appears.
#   CLAUSE (c): a level-2A or 2B string held by 3+ union keys is disqualified as a key for ALL of
#   its holders and each falls to the next level. A group of exactly 2 confirms a pair. Read
#   literally, "more than one" would make every 2A/2B confirmation self-refuting; section 7 own
#   worked example (sowers-2019, grant printed in BOTH members) forces the group-of-2 reading.
# rev is append-only. A row whose disposition, byte_source, target_folder or LANDING OUTCOME changes
#   write bumps rev and the reason leads its basis.
# read-digest sha256 over sorted path\tsize\tmtimeMs = 3cb8cc59509e77c39cd87fb45c2905c5ea9ca7d0754a640ebd62ccc8517a85c1
# files read = 278
# inputs = lsei/literature  _intake/japanese-miracle/lit  cr_scratch/step2_engineer_taxonomy.md  _intake/superseded-duplicates
# rows = 176  block1 = 117  block2 = 59
# disposition tally = {"LIFT-LSEI-SCRUB":5,"LIFT":52,"LIFT-IDENTICAL":65,"LIFT-LSEI-STEP0":3,"HOLD-NOID":34,"HOLD-PAIR":16,"HOLD-FALSEMERGE":1}
# churn = block2 rows with rev>1 / block2 rows = 21 / 59 = 35.59%
# id_in_source=NO (citation repair owed at Wave 2) = 1: azami-2024-lunar-manufacturing-review.md
# longest target_path = 99 chars, repo-relative; NAMING.md section 8 ceiling is 259 ABSOLUTE
block	key	source_path	target_path	disposition	byte_source	pair_primary	pair_id	pair_role	target_folder	field_label	review_owner	also	dedup_key	identifier	id_in_source	rev	basis
1	ishimatsu-2016-multicommodity-logistics-network.md	lsei/literature/logistics-and-delivery/ishimatsu-2016-multicommodity-logistics-network.md	literature/logistics-and-delivery/ishimatsu-2016-multicommodity-logistics-network.md	LIFT	sole-lsei	n/a			logistics-and-delivery	lunar	space-resources		L1|10.2514/1.a33235	10.2514/1.a33235	yes	1	lsei-only key, identifier confirmed at level 1.
1	isnps-tech-report-103.md	lsei/literature/power-and-thermal/isnps-tech-report-103.md	literature/power-and-thermal/isnps-tech-report-103.md	LIFT-IDENTICAL	both-identical	n/a			power-and-thermal	lunar	space-resources		L2A|isnps.unm.edu/reports/isnps_tech_report_103.pdf	isnps.unm.edu/reports/isnps_tech_report_103.pdf	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	isnps-tech-report-97.md	lsei/literature/power-and-thermal/isnps-tech-report-97.md	literature/power-and-thermal/isnps-tech-report-97.md	LIFT-IDENTICAL	both-identical	n/a			power-and-thermal	lunar	space-resources		L2A|isnps.unm.edu/reports/isnps_tech_report_97.pdf	isnps.unm.edu/reports/isnps_tech_report_97.pdf	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	jones-1995-rd-based-growth.md	lsei/literature/growth-and-industrial-theory/jones-1995-rd-based-growth.md	literature/growth-theory/jones-1995-rd-based-growth.md	LIFT-IDENTICAL	both-identical	n/a			growth-theory	economics	manager-econ		L1|10.1086/262002	10.1086/262002	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	jones-2019-cislunar-isru-breakeven.md	lsei/literature/logistics-and-delivery/jones-2019-cislunar-isru-breakeven.md	literature/logistics-and-delivery/jones-2019-cislunar-isru-breakeven.md	LIFT	sole-lsei	n/a			logistics-and-delivery	lunar	space-resources	space-economy-and-markets	L1|10.2514/6.2019-1372	10.2514/6.2019-1372	yes	1	lsei-only key, identifier confirmed at level 1.
1	jones-superheavylift-final20260614.md	lsei/literature/logistics-and-delivery/jones-superheavylift-final20260614.md	literature/logistics-and-delivery/jones-superheavylift-final20260614.md	LIFT-IDENTICAL	both-identical	n/a			logistics-and-delivery	lunar	space-resources	space-economy-and-markets	L2A|csps.aerospace.org/papers/super-heavy-lift-launch-unlocking-future-space	csps.aerospace.org/papers/super-heavy-lift-launch-unlocking-future-space	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	jorgenson-2005-industry-origins-japan.md	_intake/japanese-miracle/lit/jorgenson-2005-industry-origins-japan.md	literature/growth-theory/jorgenson-2005-industry-origins-japan.md	LIFT	sole-intake	n/a			growth-theory	economics	manager-econ	development-and-industrial-policy	L1|10.1016/j.jjie.2005.05.002	10.1016/j.jjie.2005.05.002	yes	1	intake-only key, identifier confirmed at level 1.
1	just-2020-regolith-excavation-review.md	lsei/literature/isru-processing/just-2020-regolith-excavation-review.md	literature/isru-processing/just-2020-regolith-excavation-review.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.1016/j.pss.2019.104746	10.1016/j.pss.2019.104746	yes	1	lsei-only key, identifier confirmed at level 1.
1	kawagoe-1999-japan-land-reform.md	_intake/japanese-miracle/lit/kawagoe-1999-japan-land-reform.md	literature/development-and-industrial-policy/kawagoe-1999-japan-land-reform.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L1|10.1596/1813-9450-2111	10.1596/1813-9450-2111	yes	1	intake-only key, identifier confirmed at level 1.
1	kiewiet-2026-luwex-water-extraction.md	lsei/literature/isru-processing/kiewiet-2026-luwex-water-extraction.md	literature/isru-processing/kiewiet-2026-luwex-water-extraction.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.1016/j.asr.2026.01.041	10.1016/j.asr.2026.01.041	yes	1	lsei-only key, identifier confirmed at level 1.
1	kiyota-2005-foreign-technology-acquisition.md	_intake/japanese-miracle/lit/kiyota-2005-foreign-technology-acquisition.md	literature/development-and-industrial-policy/kiyota-2005-foreign-technology-acquisition.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L1|10.1016/j.ijindorg.2005.03.004	10.1016/j.ijindorg.2005.03.004	yes	1	intake-only key, identifier confirmed at level 1.
1	kiyota-2013-import-quota-removal.md	_intake/japanese-miracle/lit/kiyota-2013-import-quota-removal.md	literature/development-and-industrial-policy/kiyota-2013-import-quota-removal.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L2A|rieti.go.jp/en/publications/summary/13110004.html	ier.hit-u.ac.jp/primced/e-index.html	yes	1	intake-only key, identifier confirmed at level 2.
1	kleinhenz-2017-mars-ascent-vehicle-propellant.md	lsei/literature/isru-processing/kleinhenz-2017-mars-ascent-vehicle-propellant.md	literature/isru-processing/kleinhenz-2017-mars-ascent-vehicle-propellant.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.2514/6.2017-0423	10.2514/6.2017-0423	yes	1	lsei-only key, identifier confirmed at level 1.
1	kokkinis-2024-automated-drilling-mining-review.md	lsei/literature/isru-processing/kokkinis-2024-automated-drilling-mining-review.md	literature/isru-processing/kokkinis-2024-automated-drilling-mining-review.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources	self-replication-and-automation	L1|10.3390/machines12120845	10.3390/machines12120845	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	lawrence-2003-small-area-thorium.md	lsei/literature/lunar-ice-and-geology/lawrence-2003-small-area-thorium.md	literature/lunar-ice-and-geology/lawrence-2003-small-area-thorium.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1029/2003je002050	10.1029/2003je002050	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	lee-2008-robotic-self-replication-complexity.md	lsei/literature/growth-and-industrial-theory/lee-2008-robotic-self-replication-complexity.md	literature/self-replication-and-automation/lee-2008-robotic-self-replication-complexity.md	LIFT-IDENTICAL	both-identical	n/a			self-replication-and-automation	lunar	space-resources		L1|10.1177/0278364907084982	10.1177/0278364907084982	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	leger-2025-energy-oxygen-moon.md	lsei/literature/isru-processing/leger-2025-energy-oxygen-moon.md	literature/isru-processing/leger-2025-energy-oxygen-moon.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources		L1|10.1073/pnas.2306146122	10.1073/pnas.2306146122	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	levin-2025-lunar-crustal-kreep-distribution.md	lsei/literature/lunar-ice-and-geology/levin-2025-lunar-crustal-kreep-distribution.md	literature/lunar-ice-and-geology/levin-2025-lunar-crustal-kreep-distribution.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1029/2024je008418	10.1029/2024je008418	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	lewis-1954-unlimited-supplies-labour.md	lsei/literature/growth-and-industrial-theory/lewis-1954-unlimited-supplies-labour.md	literature/development-and-industrial-policy/lewis-1954-unlimited-supplies-labour.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L1|10.1111/j.1467-9957.1954.tb00021.x	10.1111/j.1467-9957.1954.tb00021.x	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	li-2018-surface-exposed-water-ice.md	lsei/literature/lunar-ice-and-geology/li-2018-surface-exposed-water-ice.md	literature/lunar-ice-and-geology/li-2018-surface-exposed-water-ice.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1073/pnas.1802345115	10.1073/pnas.1802345115	yes	1	lsei-only key, identifier confirmed at level 1.
1	li-2026-shadowcam-psr-water-ice.md	lsei/literature/lunar-ice-and-geology/li-2026-shadowcam-psr-water-ice.md	literature/lunar-ice-and-geology/li-2026-shadowcam-psr-water-ice.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1126/sciadv.aec8211	10.1126/sciadv.aec8211	yes	1	lsei-only key, identifier confirmed at level 1.
1	litvak-2024-lend-cabeus-water-ice.md	lsei/literature/lunar-ice-and-geology/litvak-2024-lend-cabeus-water-ice.md	literature/lunar-ice-and-geology/litvak-2024-lend-cabeus-water-ice.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1134/s003809462470045x	10.1134/s003809462470045x	yes	1	lsei-only key, identifier confirmed at level 1.
1	liu-2025-microwave-sintering-lunar-regolith-simulants.md	lsei/literature/isru-processing/liu-2025-microwave-sintering-lunar-regolith-simulants.md	literature/isru-processing/liu-2025-microwave-sintering-lunar-regolith-simulants.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.1016/j.jeurceramsoc.2024.117047	10.1016/j.jeurceramsoc.2024.117047	yes	1	lsei-only key, identifier confirmed at level 1.
1	lucas-1988-mechanics-economic-development.md	lsei/literature/growth-and-industrial-theory/lucas-1988-mechanics-economic-development.md	literature/growth-theory/lucas-1988-mechanics-economic-development.md	LIFT-IDENTICAL	both-identical	n/a			growth-theory	economics	manager-econ		L1|10.1016/0304-3932(88)90168-7	10.1016/0304-3932(88)90168-7	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	luchsinger-2021-lcross-water-modeling.md	lsei/literature/lunar-ice-and-geology/luchsinger-2021-lcross-water-modeling.md	literature/lunar-ice-and-geology/luchsinger-2021-lcross-water-modeling.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L2A|arxiv.org/abs/2009.05080	arxiv.org/abs/2009.05080	yes	1	lsei-only key, identifier confirmed at level 2.
1	marcy-2026-orbiting-data-centres-impact.md	lsei/literature/space-economy-and-markets/marcy-2026-orbiting-data-centres-impact.md	literature/space-economy-and-markets/marcy-2026-orbiting-data-centres-impact.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	power-and-thermal	L2A|arxiv.org/abs/2603.28829	arxiv.org/abs/2603.28829	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	matthews-2026-lunar-data-economy.md	lsei/literature/space-economy-and-markets/matthews-2026-lunar-data-economy.md	literature/space-economy-and-markets/matthews-2026-lunar-data-economy.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1109/aero66936.2026.11519879	10.1109/aero66936.2026.11519879	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	may-1977-how-japans-economy-grew-so-fast-review.md	_intake/japanese-miracle/lit/may-1977-how-japans-economy-grew-so-fast-review.md	literature/development-and-industrial-policy/may-1977-how-japans-economy-grew-so-fast-review.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L1|10.2307/2232109	10.2307/2232109	yes	1	intake-only key, identifier confirmed at level 1.
1	mckeown-2024-space-resource-hurdle-rate.md	lsei/literature/space-economy-and-markets/mckeown-2024-space-resource-hurdle-rate.md	literature/space-economy-and-markets/mckeown-2024-space-resource-hurdle-rate.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	growth-theory	L1|10.1016/j.spacepol.2024.101630	10.1016/j.spacepol.2024.101630	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	mcleod-2017-extraterrestrial-ree.md	lsei/literature/lunar-ice-and-geology/mcleod-2017-extraterrestrial-ree.md	literature/lunar-ice-and-geology/mcleod-2017-extraterrestrial-ree.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources	space-economy-and-markets	L1|10.3390/resources6030040	10.3390/resources6030040	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	metzger-2013-bootstrapping-space-industry.md	lsei/literature/growth-and-industrial-theory/metzger-2013-bootstrapping-space-industry.md	literature/self-replication-and-automation/metzger-2013-bootstrapping-space-industry.md	LIFT-IDENTICAL	both-identical	n/a			self-replication-and-automation	lunar	space-resources	space-economy-and-markets	L1|10.1061/(asce)as.1943-5525.0000236	10.1061/(asce)as.1943-5525.0000236	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	metzger-2020-aqua-factorem.md	lsei/literature/isru-processing/metzger-2020-aqua-factorem.md	literature/isru-processing/metzger-2020-aqua-factorem.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20230008775	ntrs.nasa.gov/citations/20230008775	yes	1	lsei-only key, identifier confirmed at level 2.
1	moon-base-architecture-users-guide.md	lsei/literature/programme-primaries/moon-base-architecture-users-guide.md	literature/programme-primaries/moon-base-architecture-users-guide.md	LIFT	sole-lsei	n/a			programme-primaries	lunar	space-resources		L2A|nasa.gov/architecture	nasa.gov/architecture	yes	1	lsei-only key, identifier confirmed at level 2.
1	murphy-1989-industrialization-big-push.md	lsei/literature/growth-and-industrial-theory/murphy-1989-industrialization-big-push.md	literature/development-and-industrial-policy/murphy-1989-industrialization-big-push.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L1|10.1086/261641	10.1086/261641	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	nakamura-1989-postwar-japanese-economy.md	_intake/japanese-miracle/lit/nakamura-1989-postwar-japanese-economy.md	literature/development-and-industrial-policy/nakamura-1989-postwar-japanese-economy.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L1|10.1017/chol9780521223577.011	10.1017/chol9780521223577.011	yes	1	intake-only key, identifier confirmed at level 1.
1	nasa-clps-procurement-vignette.md	lsei/literature/logistics-and-delivery/nasa-clps-procurement-vignette.md	literature/logistics-and-delivery/nasa-clps-procurement-vignette.md	LIFT-IDENTICAL	both-identical	n/a			logistics-and-delivery	lunar	space-resources	programme-primaries	L2A|nasa.gov/content/commercial-lunar-payload-services-overview	nasa.gov/content/commercial-lunar-payload-services-overview	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	nasa-lunar-power-strategy-2025.md	lsei/literature/power-and-thermal/nasa-lunar-power-strategy-2025.md	literature/power-and-thermal/nasa-lunar-power-strategy-2025.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20250010948	ntrs.nasa.gov/citations/20250010948	yes	1	lsei-only key, identifier confirmed at level 2.
1	nayak-2024-six-hypotheses-lunar-economy.md	lsei/literature/space-economy-and-markets/nayak-2024-six-hypotheses-lunar-economy.md	literature/space-economy-and-markets/nayak-2024-six-hypotheses-lunar-economy.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.48550/arxiv.2403.05959	10.48550/arxiv.2403.05959	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	oecd-2023-space-economy-in-figures.md	lsei/literature/space-economy-and-markets/oecd-2023-space-economy-in-figures.md	literature/space-economy-and-markets/oecd-2023-space-economy-in-figures.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ		L1|10.1787/fa5494aa-en	10.1787/fa5494aa-en	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	oleson-2022-deployable-fsp.md	lsei/literature/power-and-thermal/oleson-2022-deployable-fsp.md	literature/power-and-thermal/oleson-2022-deployable-fsp.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20220004670	ntrs.nasa.gov/citations/20220004670	yes	1	lsei-only key, identifier confirmed at level 2.
1	olson-2021-lunar-helium3-mining.md	lsei/literature/isru-processing/olson-2021-lunar-helium3-mining.md	literature/isru-processing/olson-2021-lunar-helium3-mining.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources	space-economy-and-markets	L2A|ntrs.nasa.gov/citations/20210022801	ntrs.nasa.gov/citations/20210022801	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	pappa-2021-relocatable-solar-array.md	lsei/literature/power-and-thermal/pappa-2021-relocatable-solar-array.md	literature/power-and-thermal/pappa-2021-relocatable-solar-array.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20210011743	ntrs.nasa.gov/citations/20210011743	yes	1	lsei-only key, identifier confirmed at level 2.
1	payload-research-starship-cost.md	lsei/literature/logistics-and-delivery/payload-research-starship-cost.md	literature/logistics-and-delivery/payload-research-starship-cost.md	LIFT-IDENTICAL	both-identical	n/a			logistics-and-delivery	lunar	space-resources	space-economy-and-markets	L2A|payloadspace.com/payload-research-starships-progress-and-exploring-expendable-configuration	payloadspace.com/payload-research-starships-progress-and-exploring-expendable-configuration	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	pino-2022-lunar-waste-management.md	lsei/literature/isru-processing/pino-2022-lunar-waste-management.md	literature/isru-processing/pino-2022-lunar-waste-management.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources		L1|10.1089/space.2021.0012	10.1089/space.2021.0012	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	prettyman-2006-lunar-elemental-composition.md	lsei/literature/lunar-ice-and-geology/prettyman-2006-lunar-elemental-composition.md	literature/lunar-ice-and-geology/prettyman-2006-lunar-elemental-composition.md	LIFT-IDENTICAL	both-identical	n/a			lunar-ice-and-geology	lunar	space-resources		L1|10.1029/2005je002656	10.1029/2005je002656	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	pritchett-2000-hills-among-plateaus.md	_intake/japanese-miracle/lit/pritchett-2000-hills-among-plateaus.md	literature/growth-theory/pritchett-2000-hills-among-plateaus.md	LIFT	sole-intake	n/a			growth-theory	economics	manager-econ	development-and-industrial-policy	L1|10.1093/wber/14.2.221	10.1093/wber/14.2.221	yes	1	intake-only key, identifier confirmed at level 1.
1	rahimdel-2024-mining-truck-reliability-bayesian.md	lsei/literature/isru-processing/rahimdel-2024-mining-truck-reliability-bayesian.md	literature/isru-processing/rahimdel-2024-mining-truck-reliability-bayesian.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources	organization-and-production-systems	L1|10.1038/s41598-024-52694-0	10.1038/s41598-024-52694-0	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	rebelo-1991-ak-long-run-growth.md	lsei/literature/growth-and-industrial-theory/rebelo-1991-ak-long-run-growth.md	literature/growth-theory/rebelo-1991-ak-long-run-growth.md	LIFT-IDENTICAL	both-identical	n/a			growth-theory	economics	manager-econ		L1|10.1086/261764	10.1086/261764	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	romer-1990-endogenous-technological-change.md	lsei/literature/growth-and-industrial-theory/romer-1990-endogenous-technological-change.md	literature/growth-theory/romer-1990-endogenous-technological-change.md	LIFT-IDENTICAL	both-identical	n/a			growth-theory	economics	manager-econ		L1|10.1086/261725	10.1086/261725	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	rosenstein-rodan-1943-problems-industrialisation.md	lsei/literature/growth-and-industrial-theory/rosenstein-rodan-1943-problems-industrialisation.md	literature/development-and-industrial-policy/rosenstein-rodan-1943-problems-industrialisation.md	LIFT-IDENTICAL	both-identical	n/a			development-and-industrial-policy	economics	manager-econ	growth-theory	L1|10.2307/2226317	10.2307/2226317	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
1	ross-2023-lunar-south-pole-solar-power.md	lsei/literature/power-and-thermal/ross-2023-lunar-south-pole-solar-power.md	literature/power-and-thermal/ross-2023-lunar-south-pole-solar-power.md	LIFT	sole-lsei	n/a			power-and-thermal	lunar	space-resources	lunar-ice-and-geology	L1|10.1016/j.actaastro.2023.06.040	10.1016/j.actaastro.2023.06.040	yes	1	lsei-only key, identifier confirmed at level 1.
1	rostami2018.md	lsei/literature/isru-processing/rostami2018.md	literature/isru-processing/rostami2018.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.1061/9780784481899.024	10.1061/9780784481899.024	yes	1	lsei-only key, identifier confirmed at level 1.
1	ryan-2000-self-determination-theory.md	_intake/japanese-miracle/lit/ryan-2000-self-determination-theory.md	literature/organization-and-production-systems/ryan-2000-self-determination-theory.md	LIFT	sole-intake	n/a			organization-and-production-systems	economics	manager-econ		L1|10.1037/0003-066x.55.1.68	10.1037/0003-066x.55.1.68	yes	1	intake-only key, identifier confirmed at level 1.
1	sargeant-2020-hydrogen-reduction-ilmenite-static.md	lsei/literature/isru-processing/sargeant-2020-hydrogen-reduction-ilmenite-static.md	literature/isru-processing/sargeant-2020-hydrogen-reduction-ilmenite-static.md	LIFT	sole-lsei	n/a			isru-processing	lunar	space-resources		L1|10.1016/j.pss.2019.104759	10.1016/j.pss.2019.104759	yes	1	lsei-only key, identifier confirmed at level 1.
1	schorghofer-2026-current-theories-lunar-ice.md	lsei/literature/lunar-ice-and-geology/schorghofer-2026-current-theories-lunar-ice.md	literature/lunar-ice-and-geology/schorghofer-2026-current-theories-lunar-ice.md	LIFT	sole-lsei	n/a			lunar-ice-and-geology	lunar	space-resources		L2A|arxiv.org/abs/2502.06056	arxiv.org/abs/2502.06056	yes	1	lsei-only key, identifier confirmed at level 2.
1	sibille-2012-joule-heated-mre.md	lsei/literature/isru-processing/sibille-2012-joule-heated-mre.md	literature/isru-processing/sibille-2012-joule-heated-mre.md	LIFT-IDENTICAL	both-identical	n/a			isru-processing	lunar	space-resources		L2A|ntrs.nasa.gov/citations/20120003037	ntrs.nasa.gov/citations/20120003037	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 2. Nothing to adjudicate.
1	simonis-1979-denison-boltho-review.md	_intake/japanese-miracle/lit/simonis-1979-denison-boltho-review.md	literature/development-and-industrial-policy/simonis-1979-denison-boltho-review.md	LIFT	sole-intake	n/a			development-and-industrial-policy	economics	manager-econ		L2A|hdl.handle.net/10419/122730	hdl.handle.net/10419/122730	yes	1	intake-only key, identifier confirmed at level 2.
1	smith-vaniz-2026-lunar-mining-economic-framework.md	lsei/literature/space-economy-and-markets/smith-vaniz-2026-lunar-mining-economic-framework.md	literature/space-economy-and-markets/smith-vaniz-2026-lunar-mining-economic-framework.md	LIFT-IDENTICAL	both-identical	n/a			space-economy-and-markets	lunar	manager-econ	isru-processing	L1|10.1007/s44461-026-00008-9	10.1007/s44461-026-00008-9	yes	1	both corpora hold this key and the bytes are equal (sha256); identifier confirmed at level 1. Nothing to adjudicate.
